Total Revenue,Total Cost
1221387.68,720893.04
791739.3,450756.39
243008.64,210061.44
88821.6,65878.4
1392292.5,889140
467999.35,313544.77
438438,293739.6
1396908.7,795294.01
1386036.72,885144.96
726855.08,429007.74
1422350.76,908335.68
243957.6,146938.14
1315453.02,1137103.42
2489974.02,1872464.04
2588717.04,2237737.84
670432.8,219878.4
1345072.3,765782.29
561360.72,350564.58
2182939.6,1314806.69
419125.85,280801.07
3114138.2,2341836.4
445428.5,308851.5
248074.2,141234.66
1012185.2,632100.3
228271.89,158279.31
5874761.57,4417829.14
13403.22,7910.91
2991759.6,1801967.19
1285830.7,732054.61
3178941.15,2747939.15
64843.5,48094
1858458.87,1397563.74
3228.18,2394.32
65254.02,48398.48
1813764.4,1132679.1
4738034.3,3563008.6
254623.11,205259.36
510547.4,290667.02
278389.15,186511.93
2144466.87,1853719.27
185557.44,60856.32
1434144.54,846467.37
2181878.16,1362562.74
19341.09,14345.16
4041706.2,3493730.2
1219788,734690.7
306735.93,230665.86
1474238.4,887948.76
443562.6,297172.92
1256496.3,802418.4
1422004.1,809581.43
1811173.77,1565614.17
1299406.9,739783.87
624510.39,503436.64
2099501.04,1692471.04
62439.72,53974.12
893239.88,527212.14
966418.38,570403.89
223157.35,149508.37
962720.94,568221.57
147237.35,98644.37
6341882.3,4769104.6
1016640.54,649242.72
73790.97,54730.28
905222.88,565303.32
3957494.94,2976041.88
680328.96,401546.88
287183.61,231507.36
266424.64,87377.92
72085.86,49982.94
2189252.52,1646321.04
4003440.4,2411312.81
3316612.53,2673621.28
6470190.14,4865592.28
1759557.8,1001758.94
765810.1,530997.9
63649.26,47208.24
1949062.8,1217171.7
3716917.74,2795127.48
303252.95,203169.89
1239934.71,1071823.91
2514.85,1684.87
1467056.7,936885.6
3604447.35,2905653.6
1348795.3,796092.15
183810.77,127450.83
492259.79,341323.41
325374.72,192044.16
454713.35,304643.57
88970.88,65989.12
15406,9093
219104.88,139923.84
60153.28,41709.12
3158770,1902559.25
66774.81,49526.44
3855666.8,2322307.27
3175566.03,2745021.63
265790.7,229754.7
1633885.89,1317124.64
4038752.97,3491177.37
803638.86,513216.48
3297076.23,2657872.48
13677.78,10144.72
1853768.4,1055395.32
439814.05,294661.51
54440.55,40378.2
1425249.78,910187.04
1069828.4,644368.51
739402.68,472194.24
3611709.2,2175369.13
610896.72,528071.12
1325158.48,827549.22
346859.5,232384.9
1178867.12,695796.36
477277.88,281701.14
1708766.39,1284994.78
304114.44,179495.82
1917329.7,1091582.31
784853.19,544202.01
6418976.97,5174530.72
639349,377359.5
3619816.2,3129040.2
513100.94,355774.26
196478.92,136234.68
1882360.7,1071673.61
35207.9,23588.18
5491653.93,4426987.68
848870.6,501024.3
349255.62,223040.16
472516.8,408452.8
212910.92,125665.26
684626.46,437213.28
970078.56,318151.68
2119997.25,1832567.25
292033.99,219609.98
3026824.08,2440014.08
1847607.2,1112832.58
1598289,909944.7
592601.1,477713.6
268644.2,152945.66
34063.83,25264.92
381597.37,264592.23
2071341.92,1293533.88
1505628.38,888658.89
1076823.6,648581.79
263448.96,164521.44
601696.26,417204.54
2343829.2,1411712.13
2611832.8,1573133.42
331708.92,211834.56
610847.9,360537.45
160570.8,107577.36
4007111.22,3463825.62
700614.2,398876.66
264560.01,183440.79
6116675.31,4599748.62
1285938.82,758992.71
10466.48,6536.22
75489.4,44555.7
1217893.56,777766.08
371628.4,248979.28
350702.95,234959.89
213310.9,121443.07
2186233.98,1889823.58
1378736.52,1191806.92
36441.6,24414.72
28837.62,18416.16
287784.25,192806.35
92973.45,68957.8
845327.22,498932.91
497410.8,317654.4
916040.76,540669.78
2107966.77,1699295.52
63985.14,47457.36
3622030.02,2919827.52
6453.2,4323.44
3671168.4,2211182.01
49524.32,30927.48
1608525.89,1209613.78
187285.15,125475.13
82615.68,27095.04
123284.64,78731.52
432174.6,289543.32
220017.16,152555.64
3664358.67,2953949.92
612303.54,391026.72
150670.68,88929.54
346398.8,197213.24
5420672.04,4369767.04
788787.2,465561.6
1455438.8,876625.57
4166663.45,3133336.9
634275.06,405058.08
3983907.27,3443767.67
120388.29,83474.91
699071.73,604291.33
2154563.2,1345504.8
187406.89,129944.31
79009.44,25912.32
498021.12,318044.16
1333964.5,759458.35
981771.52,321986.56
1314628.7,748450.01
302114.15,202406.93
555386.3,327802.65
45045.24,33409.76
309838.43,214835.97
297986,199641.2
1304991.36,814955.04
791406.22,467107.41
672964.82,466620.78
1709984.1,973535.43
2762666.8,1663982.27
2283932.8,1375635.92
775229.92,457559.76
635941.13,440949.27
23679.54,17562.96
102367.28,63927.42
450775,302005
1092362.88,358256.64
84735.06,62847.44
1526829.68,953491.02
759277.44,249016.32
29505.6,9676.8
103224.99,71574.21
3069671.64,2653484.44
410440.2,262113.6
427831.2,140313.6
676785.58,399455.49
784526.27,543975.33
166484.01,115436.79
1593968.32,995418.48
413734.08,135690.24
675334.99,468264.21
77605.12,48463.68
1717453.9,1291527.8
977897.8,556740.94
701161.67,486171.93
228925.73,158732.67
1687768.5,960887.55
213233.57,147852.03
278104.45,186321.19
45166.53,33499.72
5509887.81,4441686.56
1734172.23,1397968.48
826983.6,528124.8
733244.82,633831.22
410537.4,275047.08
25134.4,8243.2
1673609.7,1349147.2
1356190.18,800456.79
446845.92,146549.76
29466.45,19741.59
669599.44,418158.66
277489.3,157981.39
17484.5,9954.35
1882155,1071556.5
97368.48,31933.44
222445.6,149031.52
18221.49,13514.76
734564.88,592154.88
409982.46,261821.28
850363.8,484132.74
3259306.05,2627424.8
17437.77,12933.48
271588.79,188314.41
762442.26,486907.68
694849.32,443741.76
4466716.68,3358977.36
3546566.4,2136132.96
399323.52,235690.56
3950143.97,2970513.94
226178.08,141246.12
361004.28,230543.04
243694.4,79923.2
1919308,1156018.7
6374043.48,5138308.48
152773.44,50104.32
6007412.25,4842756
2237704.56,1934315.76
3804951.6,2291760.99
227781.2,137194.93
3749336.43,3241000.03
1011929.92,631940.88
1915859.82,1544432.32
47079.18,34918.32
60934.23,45194.52
620928.96,203642.88
5091159.78,4104137.28
2677.71,1986.04
1139467.44,727681.92
1187506.1,676076.03
1331694.64,785998.92
1012631.55,816312.8
2957870.79,2556841.59
4174385.6,2514274.84
308823.48,266953.08
1062985.92,663824.88
307371.12,247781.12
21636.27,16047.48
2398355.6,1497750.9
704728.2,401218.86
482915.7,308397.6
3965344.11,3427721.31
4347954,2618816.85
1187817.84,741781.26
82485.7,46961.11
2667357.2,1606576.33
71794.35,53249.4
805918.96,503288.94
3275939.6,1973131.69
5038411.77,4061615.52
74238.81,55062.44
1859411.6,1119942.49
4114693.17,3556821.57
786160.87,545108.73
4039023.88,3037351.76
355269.28,116515.84
1090376.8,656745.02
771626.08,253066.24
3066296.52,2650566.92
1123944.8,639889.04
434124.81,375266.01
50139.42,37188.08
1427763.7,812860.51
955942.3,564220.65
447740.9,336701.8
92096.43,68307.32
159052.53,137488.13
525260.22,394996.44
1026710.82,655673.76
278294.25,186448.35
1262633.6,760497.04
696505.26,411094.53
42162.27,31271.48
708435.64,491215.56
4278439.2,2576947.38
1147540.8,991956.8
4088694.4,2462662.16
2339146.32,1885656.32
973918.14,621959.52
294479.22,254553.62
714909.76,234465.28
486375.23,337243.17
74574.69,55311.56
1588837.74,1373422.54
13062,9688
687677.76,554357.76
6633916.29,4988714.58
4835601.72,3636379.44
2358531.92,1472881.38
1077281.6,672752.4
4883423.79,3936675.04
59917.26,44440.24
1371108.88,856244.82
505212.12,379920.24
492014.6,341153.4
2799662.04,2420082.84
417558.57,289527.03
488418.48,338659.92
522921.63,421542.88
260718.7,180777.3
961384.48,600375.72
246407.85,165085.47
3131226.4,1885969.46
213154.26,136123.68
4333151.34,3493083.84
949131.04,592723.56
103898.96,64883.94
1012020.14,597319.17
2319218.8,1448330.7
1752497.2,1094418.3
54599.16,40495.84
619321.2,365538.6
1310720.4,746224.92
2045892.2,1164776.06
2249016.8,1404490.2
1863642,1061016.6
584076.24,373000.32
676234.02,468887.58
1937318.88,1674656.48
765287.84,250987.52
2853663.96,2466763.16
585268.53,405813.87
1750712.7,996723.21
2113069.74,1589031.48
4618.35,3425.4
1250323.2,1007923.2
897170.4,572947.2
727037.44,454028.16
50839.8,30006.9
73352.46,54405.04
513368.08,320593.62
209797.5,133980
75208.25,50387.15
2808.33,2082.92
105196.65,70478.43
331415.15,229796.85
1474354.2,870200.1
497224,163072
147931.3,102572.7
4037502,3254752
6414723.73,4823881.46
280856.55,188165.01
3974334.63,3203830.88
2033728.83,1639450.08
65160.72,48329.28
461356.35,309094.17
172131.12,148793.52
34718.08,21681.12
65655.21,48696.04
325226.72,203101.08
16176.4,9743.21
23810.16,17659.84
773885.76,494215.68
2481978.87,2145471.27
24845.92,17227.68
3700826.43,2983347.68
985829.94,581861.07
5772325.44,4653245.44
309421.45,207302.59
529133.76,173537.28
300500.85,201326.07
2417716,1456214.9
1687560,1458760
3478112.61,2803811.36
20216.8,6630.4
181722.78,116051.04
5244194.13,4227502.88
1666665.38,1253334.76
672227.6,382715.48
126983.36,41646.08
1019588.32,636723.48
176050.08,57738.24
391294,235680.35
155303.5,88418.05
4645732.14,3745064.64
1221708.06,780202.08
78157.41,57968.84
1348133.68,841897.02
425240.46,271565.28
3056902.4,1841203.36
669443.88,539658.88
5901.12,1935.36
511956.72,354980.88
990741.68,618709.02
1061964.8,663187.2
258620.49,194482.98
439277.82,280529.76
2595071.85,2091965.6
28783.05,21348.2
173755.2,56985.6
1211942.94,773965.92
285985.76,93793.28
29072.28,21562.72
5846563.38,4713090.88
739716.32,242600.96
47480.37,35215.88
1473737.96,869836.38
859268.64,281809.92
510446.88,167408.64
1381069.8,786276.54
5177087.69,3893177.38
731469.2,416443.16
3042474.8,1832513.47
1825992.84,1471987.84
1934744.91,1559656.16
578411.19,499989.99
3911628.4,2356013.51
708762.56,491442.24
26144.95,17516.29
4311661.41,3475760.16
1518150.16,948070.74
6436108.37,4839962.74
3777018,3044768
704309.28,449783.04
499241.76,318823.68
253237.76,158144.64
191176.05,128081.91
138024.7,78580.81
295850.75,198210.65
881671.04,289157.12
26192.4,17548.08
63818.58,51446.08
62017.83,53609.43
2698835.6,1625536.09
443474.01,357497.76
389469.6,260932.32
35078.88,11504.64
402447.78,324425.28
6501598.83,4889211.66
80413.2,50217.3
98174.05,65773.51
733815.2,240665.6
767626.96,479375.94
1156775.37,869896.74
308663.2,185910.98
6367531.38,5133058.88
2459196.81,2125778.01
1196892.14,706435.17
168400.48,55229.44
418375.87,290093.73
1479568.23,1278967.83
769523.7,438108.51
469233.05,314371.31
3396214.5,2935754.5
591531.6,356285.49
2168074.8,1305853.47
50391.9,33760.98
598369.04,353172.12
3127503.6,2351887.2
1027931.46,656453.28
56759.76,36247.68
1222157.98,721347.69
1355882.06,800274.93
675707.16,398818.98
799281.68,499144.02
840715.8,536894.4
1390699.62,820825.11
351772.32,115368.96
380289.69,263685.51
294174.24,187864.32
102533.76,65479.68
3606737.61,3117734.81
38145,24360
272981.44,89528.32
1861173.6,1059611.28
464880.24,322338.96
248305.85,166357.07
1692727.91,1272933.82
6165656.28,4970321.28
6478237.08,5222302.08
2149712.4,1294793.61
1121005.26,715891.68
1105136.94,705757.92
1366465.1,777961.73
3082061.24,2317714.48
183892.5,127507.5
840035.36,275502.08
165396.72,105624.96
1052694.24,345246.72
652750.96,407636.94
57024.96,42295.04
407310.8,272885.36
2231798.1,1929210.1
33392.07,24766.68
639945.9,443726.1
1879941.84,1625058.64
64349.01,47727.24
68737.12,22543.36
1677483.5,955032.05
190369.4,127541.48
91126.11,67587.64
737122.87,511106.73
365734.26,233563.68
23922.12,17742.88
752815.03,521987.37
1036947.36,647564.04
1207664.7,687552.81
827899.08,528709.44
228664.38,197661.98
9983.1,7404.4
992528.64,619824.96
864295.52,283458.56
1397786.38,825007.89
2259642.84,1953279.64
449548.08,280738.62
820523.56,484293.18
51152.4,30809.61
105908.4,70955.28
987977.1,562479.33
326747.2,107161.6
1384229.1,817006.05
332719.4,222911.48
680402.25,471777.75
57957.96,42987.04
252727.2,157825.8
2111981.34,1825638.14
5106251.07,3839908.14
78370.96,48941.94
222616.7,131393.85
390067.84,243593.76
658988.99,456930.21
90125.1,53194.05
3783744.74,2845381.48
1263698.57,950303.14
400803.92,277909.68
363581.6,214594.8
1841632.1,1048485.83
114994.11,79734.69
379748,124544
145586.7,85928.85
314688.4,210831.28
1108311.6,630988.68
3834980.1,3315032.1
1074496.5,866184
617934.66,364720.23
1409032.76,831645.78
335044.45,224469.19
464535.5,311224.1
2700939.78,2334745.38
5342818.65,4017807.3
25191,18684
172569.28,107767.92
996415.04,326789.12
1490707.9,848696.17
882116.4,663352.8
456563.9,305883.38
69704.43,51699.32
565445.2,353115.3
3473842.26,3002857.46
295852.62,188936.16
63192.09,46869.16
671003.3,465260.7
415329.85,278257.87
604758,344303.4
356732.04,227814.72
139127.6,86883.9
1684888.7,959248.01
867464.64,284497.92
6171517.17,4975045.92
1912427.37,1653139.77
286551.6,169129.8
461796.5,262911.95
720772.8,410353.44
51193.71,37970.04
554377.44,181816.32
180712.38,106660.89
2001461,1139480.3
712522.14,494049.06
2099036.07,1578478.14
3934.08,1290.24
2318228.63,1743311.26
779704.2,540631.8
602461.6,362868.74
1748734.05,1511640.05
8168.96,5101.44
2181233.28,1640290.56
3405503.92,2560943.84
1344687.54,858738.72
729165.98,430371.69
794026.32,507077.76
4200180.4,2529811.31
443799.85,297331.87
136798.35,91650.57
437613.12,352773.12
46076.8,26232.64
221333.2,126010.36
464772.75,311383.05
407015.4,282216.6
953471.4,824199.4
6054299.37,4880553.12
329917.98,285187.58
2299517.07,1729240.14
686313.29,516108.58
4077327.2,2455815.58
237994.9,135496.27
149385.76,48993.28
280289.46,178997.28
529365.21,367051.59
4163990.37,3131326.74
837404.7,476754.81
1311.6,789.99
287641.9,192710.98
107638.41,74634.39
325744.25,218238.35
39715.65,26608.23
522879.64,308616.42
441123.84,275477.76
3297076.23,2657872.48
1487141.18,877747.29
778574.5,443261.35
25900.08,19209.92
188613.75,126365.25
1177491.74,885475.48
392390.82,231598.71
1505782.44,888749.82
728622.95,505213.05
632328.56,394883.34
3252142.74,2621650.24
877955.52,287938.56
2192140.44,1894929.24
581100.3,402923.7
4191838.77,3379167.52
1868321.49,1506110.24
1672341,952104.3
106438.72,34908.16
178906.97,124050.63
1463394.78,934547.04
1277482.92,1104281.32
6269709.14,4714830.28
3306543.6,1991564.79
896543.36,559883.04
794178.9,507175.2
3225770.94,2788419.74
5125022.7,4131435.2
1532280.76,904389.78
4207087.08,3636688.68
454797.42,393135.82
3554423.25,3072513.25
641598.9,409735.2
215930.66,149722.14
236822.95,158663.89
3032609.26,2280526.52
75967.45,50895.79
1313669.62,775360.11
716820.84,457773.12
313281.1,178358.53
4975938.42,3741912.84
750523.2,468694.8
3682167.7,2768995.4
1197773.76,747998.64
1086739.24,641420.22
130480.32,42792.96
224021.93,155332.47
6253670.66,4702769.32
2507779.2,1510460.88
1312188,837984
1138063.81,855825.62
7771.89,5764.36
5734555.26,4622797.76
198710.19,171768.99
1187648.54,700979.37
1130635.12,706071.18
688590,414744.75
100641.45,67426.59
496101.1,343986.9
2387112,1437781.8
1427691.06,911746.08
1364971.6,805639.8
320418,204624
438295.65,293644.23
4859980.23,3917776.48
1532445.84,956998.26
485729.2,292559.63
452687.97,391312.37
185950.42,109752.51
2262036.08,1412620.62
399291.75,267512.85
1291796,735450.8
3942793,2964986
300082.88,98416.64
87002.25,64529
8161.4,5467.88
749114.4,245683.2
27728.76,20566.24
1410265.24,832373.22
75209.13,55782.12
6271713.95,4716337.9
230179.95,154213.29
2092337.73,1686696.48
49057.14,36385.36
961882.56,315463.68
563783.1,360040.8
744852.48,244285.44
3094064.4,1863586.41
183186.8,110335.27
742107.02,438009.81
2225469.75,1923739.75
82383.9,61103.6
1964229.3,1118283.39
1489271.7,1287355.7
996357.84,622216.26
3896014.1,2929808.2
229327.74,146452.32
3438249.15,2585568.3
1234174.66,728440.23
276982.97,192054.63
130277.62,90331.98
1270018,793114.5
318332.64,104401.92
1050535.14,620051.67
419601.82,290943.78
910739.52,298690.56
1654230.69,1429949.49
294768.1,167818.63
352933.1,236454.02
109432.4,62302.52
968577.84,618549.12
523300.8,297927.84
973893.2,608187.3
64227.72,47637.28
261212.25,175003.95
2305206.96,1992666.16
454571,304548.2
1139524.89,985027.69
1711907.68,1069070.52
450005.38,312025.02
2135.25,1430.55
841147.6,525288.9
49094.46,36413.04
652368.86,452339.94
4870.26,3612.24
1016014.4,634491.6
307808.15,206221.73
5482487.08,4122838.16
1300641.1,740486.53
45442.36,34172.72
53115.69,39395.56
379346.08,236898.12
1845761.74,1388015.48
1058546.26,624780.03
5335363.53,4300997.28
148945.55,99788.81
48058.83,35644.92
1995701.4,1136201.22
6214242.73,4673119.46
692743.48,480334.92
417607.45,279783.79
36135.09,26801.16
1890015.6,1138375.59
26207.97,19438.28
1856853.9,1057151.97
222920.1,149349.42
80023.41,59352.84
298676.4,170043.72
173788.62,110984.16
4875609.27,3930375.52
1882945.28,1175881.92
1497001.02,883566.81
190272.39,164475.19
1928385.12,1204258.68
658958.4,216115.2
27196.95,20171.8
995067.2,599339.08
23167.36,7598.08
6584464.31,4951526.62
1623580.8,1013911.2
395972.5,225436.75
197331.44,123231.66
197249.65,132151.03
586177.92,192245.76
1987945.68,1718419.28
215802.6,144580.92
649075.32,414509.76
799519.2,510585.6
3974869.96,2989107.92
748786.56,245575.68
446000.61,309248.19
845921.79,681923.04
103378.88,33904.64
2002136.92,1505609.84
474350.74,279973.47
967783.68,317399.04
1281250.32,800128.98
393502.85,263634.47
374519.86,221050.83
822256.88,513491.82
284338.67,197154.93
5382914.85,4047959.7
1346823.66,860102.88
6321946.68,5096311.68
250078.62,159704.16
70861.35,52557.4
1559000.3,887576.69
1586598.8,955624.57
734214.96,468881.28
339490.5,216804
1748800,1053320
24273.81,16830.99
1267634.64,809531.52
593196.34,411310.86
2214765.21,1785388.96
549022.72,180060.16
3254079.6,1959965.19
875004.96,286970.88
225447.2,128352.56
796984.16,497709.24
357108.7,239251.54
6537685.41,4916348.82
22364.01,16587.24
4178398.56,3611889.76
596520.32,352080.96
1217074,718347
24407.28,18102.72
288150.87,249083.27
1198208.11,901054.22
3352886.8,2019477.77
65935.11,48903.64
337081.2,203027.43
2885957.2,1738241.33
41089.32,30475.68
447203.4,386571.4
598963.68,196439.04
921305.52,575346.78
521365.86,332952.48
4332652,2609600.3
81401.25,65620
1252199.68,739079.04
8306.8,5003.27
3766633.92,3255952.32
6328.35,5470.35
2309003.97,1995948.37
4018502.25,3473672.25
374502.56,122823.68
95444.8,54339.04
78052.15,54119.85
1849758.88,1155157.32
1793704,1021199.2
2862523.65,2474421.65
2523698.08,1576026.12
1296167.1,827752.8
12895.04,4229.12
203560.5,136379.1
828342.4,271667.2
1322605.1,780634.05
749246.8,467897.7
677705.16,469907.64
4086945.6,2461608.84
1889199.29,1420680.58
117818.35,78934.57
335338.19,232517.01
212632.56,183803.76
1344043.8,765196.74
193311.3,129512.46
1083812.1,639692.55
301734.55,202152.61
3354047.13,2522248.26
621625.4,353906.42
612927.28,382767.42
181930.98,126147.42
548525.1,350296.8
3098767.99,2330277.98
3684840.78,2771005.56
521671.02,333147.36
5061476.98,3806237.96
646023.72,412560.96
184246.08,60426.24
800739.84,511365.12
1476293.07,1190084.32
338033.8,226471.96
58125.9,43111.6
461859.66,294950.88
460485.34,271789.77
1773134,1009488.2
364352.34,252634.86
98126.6,65741.72
3375431.77,2538329.54
1702326.15,1471524.15
79810.9,53470.78
3241802.76,2802277.96
1588837.74,1373422.54
5653154.01,4557177.76
2093640.15,1687746.4
3466984.76,2607177.52
1943791.2,1170765.18
1618859,921655.7
40772.1,30240.4
6609858.57,4970623.14
366802.32,234245.76
755671.2,247833.6
70034.22,44724.96
776543.68,254679.04
322594.56,105799.68
92191.44,63923.76
2970774,1789327.35
441432.2,251318.06
613391.6,369451.99
636228.16,208660.48
5807266.3,4367072.6
15326.35,10268.17
28633.77,21237.48
2662125.9,2301193.9
224311.36,132394.08
4525258.29,3647947.04
1427020.8,859509.12
3455628.8,2081360.32
33182.38,23008.02
348188.1,233275.02
68090.34,50502.16
902663.28,576455.04
69715.69,48339.51
555927.46,385469.34
324779.22,244234.44
618524.8,202854.4
5280661.89,4256900.64
53369.69,37005.51
665200.47,461237.13
1069391.2,644105.18
3158690.43,2730434.03
1837551.6,1106775.99
857960.14,506389.17
14825.37,10995.88
203987.55,136665.21
226065.18,156749.22
2065215.2,1289707.8
78372,58128
984614.96,614882.94
340227.8,193699.94
48114.3,32235.06
5334712.32,4300472.32
224902.92,143626.56
675131.84,221419.52
1487141.18,877747.29
297843.65,199545.83
269156.64,88273.92
78434.85,52548.87
1435839.2,847467.6
1639223.3,933249.59
101353.2,67903.44
370459.2,121497.6
2328964.4,1402758.91
407073.55,272726.41
2449493.34,2117390.14
2827084.89,2443787.69
614425.9,349807.57
521823.6,333244.8
1340415.3,856010.4
1062859.94,627326.07
1172858.78,692250.09
1992205.12,1244113.68
1629962.8,1017896.7
3922733.22,3390887.62
928941.2,528868.76
2971793.16,2568876.36
2552091.99,2057318.24
85910.64,63719.36
736305.57,510540.03
705183.84,231275.52
1378190,784637
296462.94,189325.92
1635323.68,1021244.52
63725.35,42693.97
6162.4,3637.2
433832.96,256058.88
1348568.86,1014125.72
3071767.2,1850156.58
6024994.92,4856929.92
1468286.6,835931.18
773188.39,581438.78
963303.2,315929.6
4069972.83,3518164.43
34201.32,20186.46
1407646.22,830827.41
308669.34,197121.12
714691.2,234393.6
3226973.2,1943638.73
193776.6,123748.8
214298.08,70282.24
2211125.49,1911340.29
599181.66,382646.88
441844.08,260787.24
322261.39,223449.81
162345.12,103676.16
3456960.71,2599639.42
4041476.8,2434222.52
2192593.87,1648833.74
1917329.7,1091582.31
702779.68,230487.04
3718409.1,2997521.6
1087535.9,619160.57
2246564.25,1941974.25
1962746.94,1582229.44
4935520.59,3978671.84
49215.75,36503
1917996.4,1155228.71
35703.72,22800.96
25111.78,14821.59
3740683.2,2253051.48
280697.32,165674.46
1488228.8,896375.32
5715018.96,4607048.96
4123.86,3058.64
452936.4,267334.2
5236563.72,3937903.44
1331718.24,850456.32
510649.04,354074.16
28503.15,21140.6
722656.66,501076.14
813861.72,519744.96
836153.64,674048.64
4870399.59,3926175.84
758979.2,457140.88
2608926.08,1961916.16
220306.64,137579.46
389046.72,242956.08
149565.9,103706.1
4114693.17,3556821.57
126145.11,109042.31
220348.8,132718.32
912279.5,519382.85
669532.16,464240.64
45744.99,33928.76
4253956,2562200.9
531756.48,174397.44
932643.8,530976.74
1538751.28,908208.84
42134.28,31250.72
2153031.52,1344548.28
630259.46,371994.63
221327.76,138217.14
115610.71,86939.42
115131.28,71898.42
1416381.75,1141788
1202808.39,1039731.19
849686.46,734485.66
950725.98,607148.64
335174.73,232403.67
257947.8,146855.94
1100700.7,626655.61
51483.25,34492.15
2264258.8,1363786.07
65860.6,44124.52
3674148.46,2762964.92
50223.56,29643.18
6736.26,4996.24
3744618,2255421.45
5057296.86,4076839.36
1427828.08,842739.24
2641999.6,1591303.19
3540445.6,2132446.34
3150674.52,2723504.92
662559.7,377211.31
1647832.4,1029056.1
1090210,620683
4335712.4,2611443.61
1914344.72,1195490.58
1495233.3,851272.59
2397167.6,1443838.39
284014.75,213579.5
1525059.8,868253.54
310492.27,215289.33
323569.07,224356.53
1882146,1133635.65
676642.67,469170.93
906842.39,681946.78
493730.93,342343.47
1753263.04,1094896.56
825000.06,526858.08
574157.12,188303.36
1084736.46,640238.13
31992.57,23728.68
1048945.52,655056.78
122826.9,78439.2
993755.6,598549.09
86750.34,64342.16
90482.34,67110.16
1451941.2,874518.93
3081385.6,1855949.84
2013597.3,1146389.79
1142366.46,729533.28
1669255.5,950347.65
4463375.33,3356464.66
44019.8,25061.54
711720.64,444462.96
54530.72,17884.16
988413.24,631216.32
3832370.85,3089389.6
43369.3,29056.06
891391.16,526120.98
268235.64,171299.52
325990.96,192407.88
1095066.66,699326.88
1910747.3,1087834.79
1999352.96,1248577.44
867642.6,493969.98
1758623.92,1098244.38
973505.14,574586.67
5062.68,4376.28
820146.4,268979.2
438399.72,303977.88
450277.3,256353.79
1523022.9,1316530.9
4869683.49,3662008.98
1207518.12,771140.16
241836.64,79313.92
36750.87,27257.88
1826410.3,1039819.69
467429.95,313163.29
1107708.21,892956.96
1611327.36,1006259.04
1561880.1,889216.23
2836116.4,1708221.71
919430.08,542670.24
286598,192011.6
2231402.48,1393490.22
2095694.72,1575965.44
35516,11648
1299804.22,767176.41
1949062.8,1217171.7
3414191.43,2567476.86
4033.25,2702.15
1358038.9,801547.95
1477127.28,871836.84
3256990.8,2815406.8
142956.8,89275.2
1087316.4,654901.71
92488.29,68597.96
58592.4,43457.6
3087506.4,1859636.46
2082820.8,1254504.12
598418.76,382159.68
2668231.6,1607102.99
536127.68,175831.04
147897.6,87292.8
4510931.67,3636397.92
1054725,911725
446124.9,298889.58
1313805.9,747981.57
1854602.4,1117045.86
331183.65,286281.65
278199.35,186384.77
519557.61,360251.19
767125.38,618402.88
58489.77,43381.48
1465073.16,935618.88
1578396.24,985693.86
28447.17,21099.08
1864658,1123102.45
1220212.4,694696.52
96277.94,66757.26
245079.25,164195.35
802.38,595.12
17921.92,5877.76
543831.42,377082.18
1898555.07,1427716.14
429185.25,287540.55
3327966.4,2004467.96
3463935.6,2086363.59
928227.03,698028.06
60206.49,44654.76
2335890.27,1883031.52
24355.54,16887.66
2676101.2,1611842.93
3216067.47,2780031.87
371879.84,121963.52
1870018.7,1064647.01
1529692.29,1233131.04
2008543.04,1254316.56
1544670.12,1245205.12
1050836.48,344637.44
3599302.22,2706680.44
273200,89600
3879975.62,2917747.24
1833931.52,1145273.28
139127.6,86883.9
2986950.4,1799070.56
985487.04,323205.12
337274.6,225963.32
342920.64,112465.92
4021872.96,3242152.96
799929.6,262348.8
513616,168448
1743718.9,992741.47
3905369.88,2936843.76
285886.25,191534.75
3523787.71,2649893.42
17503.08,12981.92
236555,134676.5
36369.85,25218.15
1056859.2,659998.8
5630361.66,4538804.16
1523414.2,867316.66
899153.94,574213.92
313786.85,210227.27
625578,399504
6631911.48,4987206.96
1961060.96,1224664.44
654166.92,453586.68
388053.28,127267.84
37478.61,27797.64
10477.59,7771.16
33830.58,25091.92
1504946.31,1213182.56
237060.2,158822.84
167198.4,54835.2
3843862.4,2315197.36
270132.85,180980.47
387951.2,259915.04
642972.12,410612.16
720286.49,499432.71
736223.84,510483.36
5774279.07,4654820.32
2999864.03,2255902.06
735815.19,510200.01
3194129.19,2761067.99
363750.72,232296.96
4992827.07,4024868.32
1971913.86,1704561.06
1376544.4,783700.12
1765413.6,1063326.54
1395783.6,823825.8
93008.74,64490.46
1097288.85,884557.6
6108656.07,4593718.14
2660382.87,2000611.74
175992.05,117909.11
1199583.96,766073.28
2008819.62,1510635.24
632753.66,438739.14
1174560.84,750093.12
348397.35,280853.6
145894.82,86110.71
871363.36,514300.08
3551048.13,3069595.73
3267771.78,2634249.28
1262446.92,806218.56
1326902,799206.55
516333.2,310992.73
1362145.4,775502.42
196014.21,158012.96
48441.36,35928.64
331864,207246
441058.2,331676.4
360654.46,212867.13
1135195.2,724953.6
629643.22,371630.91
376676.7,222323.85
1060562.4,347827.2
2225348,1340349.7
2123043.2,1278730.48
68006.37,50439.88
365649.7,244973.74
532431.36,314254.08
2276587.04,1421707.56
76900.32,49109.76
340844.9,194051.27
857738.72,281308.16
241991.88,154539.84
1523002.8,867082.44
4473812.7,3606475.2
2333285.43,1880931.68
387808.85,259819.67
508398,300069
